,budget,company,genre,gross,name,score,votes,year
1763,30000000.0,TriStar Pictures,Drama,66638883.0,Legends of the Fall,7.5,121453,1994
1764,55000000.0,Canal+,Action,71565669.0,Stargate: la puerta del tiempo,7.1,156375,1994
1765,115000000.0,Twentieth Century Fox Film Corporation,Action,146282411.0,True Lies,7.2,202934,1994
1766,23000000.0,Crowvision Inc.,Action,50693162.0,The Crow,7.6,144969,1994
1767,12000000.0,Morgan Creek Productions,Comedy,72217000.0,Ace Ventura: Pet Detective,6.9,232964,1994
1768,63000000.0,Warner Bros.,Adventure,25052000.0,Wyatt Earp,6.7,38101,1994
1769,46000000.0,Universal Pictures,Comedy,130512915.0,The Flintstones,4.8,64538,1994
1770,0.0,Avnet/Kerner Productions,Comedy,45610410.0,D2: The Mighty Ducks,6.0,30231,1994
1771,11500000.0,Jersey Films,Comedy,20982557.0,Reality Bites,6.6,38652,1994
1772,35000000.0,Paramount Pictures,Action,75668868.0,Star Trek: Generations,6.6,64703,1994
1773,18000000.0,Touchstone Pictures,Biography,5887457.0,Ed Wood,7.9,149166,1994
1774,8000000.0,New Line Cinema,Fantasy,18090181.0,New Nightmare,6.4,41464,1994
1775,230000.0,View Askew Productions,Comedy,3151130.0,Clerks,7.8,190615,1994
1776,45000000.0,TriStar Pictures,Drama,22006296.0,Mary Shelley's Frankenstein,6.4,44892,1994
1777,62000000.0,Mace Neufeld Productions,Action,122187717.0,Clear and Present Danger,6.9,74328,1994
1778,15000000.0,Columbia Pictures Corporation,Drama,50083616.0,Little Women,7.3,39288,1994
1779,40000000.0,Warner Bros.,Comedy,38087756.0,Ri¢hie Ri¢h,5.3,53644,1994
1780,600000.0,Genre Pictures,Comedy,141626.0,Texas Chainsaw Massacre: The Next Generation,3.2,16202,1994
1781,50000000.0,Twentieth Century Fox Film Corporation,Adventure,16671505.0,Baby's Day Out,6.0,36625,1994
1782,35000000.0,Capcom Entertainment,Action,33423521.0,Street Fighter,3.8,56055,1994
1783,20000000.0,Warner Bros.,Comedy,19288821.0,Little Giants,6.3,21057,1994
1784,0.0,Twentieth Century Fox Film Corporation,Comedy,5370000.0,Airheads,6.1,40298,1994
1785,0.0,PolyGram Filmed Entertainment,Comedy,11220670.0,"Las aventuras de Priscilla, reina del desierto",7.5,39500,1994
1786,5000000.0,WingNut Films,Biography,3049135.0,Criaturas celestiales,7.4,52852,1994
1787,8000000.0,New Line Cinema,Fantasy,8946600.0,In the Mouth of Madness,7.2,47554,1994
1788,31000000.0,Egg Pictures,Drama,33683817.0,Nell,6.5,23973,1994
1789,45000000.0,Warner Bros.,Crime,92115211.0,The Client,6.7,49609,1994
1790,75000000.0,Donner/Shuler-Donner Productions,Action,101631272.0,Maverick,7.0,88132,1994
1791,22000000.0,Walt Disney Pictures,Comedy,144833357.0,The Santa Clause,6.4,71963,1994
1792,0.0,Paramount Pictures,Drama,22355000.0,Blue Chips,6.1,10150,1994
1793,0.0,Touchstone Pictures,Comedy,25479558.0,My Father the Hero,5.4,9254,1994
1794,0.0,Jet Tone Production,Crime,600200.0,Chungking Express,8.1,45500,1994
1795,45000000.0,Warner Bros.,Action,57362581.0,The Specialist,5.5,53868,1994
1796,0.0,Walt Disney Pictures,Comedy,30577969.0,Blank Check,5.2,15449,1994
1797,40000000.0,Cinergi Pictures Entertainment,Comedy,24332324.0,Renaissance Man,6.1,14657,1994
1798,27000000.0,Vegahom Europe,Adventure,44342956.0,El Libro de la Selva,6.0,14034,1994
1799,3000000.0,CiBy 2000,Comedy,15185594.0,La boda de Muriel,7.2,29720,1994
1800,24000000.0,Caravan Pictures,Comedy,50236831.0,Angels in the Outfield,6.1,23966,1994
1801,55000000.0,Paramount Pictures,Action,42610000.0,Beverly Hills Cop III,5.5,64891,1994
1802,31000000.0,Baltimore Pictures,Biography,24822619.0,Quiz Show,7.5,57114,1994
1803,55000000.0,Warner Bros.,Drama,83015089.0,Disclosure,6.0,39139,1994
1804,0.0,Communicado Productions,Crime,2201126.0,Somos guerreros,7.9,27093,1994
1805,0.0,New Line Cinema,Comedy,20160000.0,"Corrina, Corrina",6.5,10650,1994
1806,70000000.0,Columbia Pictures Corporation,Drama,65012000.0,Wolf,6.2,46095,1994
1807,30000000.0,Paramount Pictures,Comedy,51132598.0,Naked Gun 33 1/3: The Final Insult,6.5,82374,1994
1808,0.0,Twentieth Century Fox Film Corporation,Romance,15240435.0,Bad Girls,5.1,10190,1994
1809,27000000.0,Twentieth Century Fox Film Corporation,Animation,13670688.0,The Pagemaster,6.0,17391,1994
1810,30000000.0,PolyGram Filmed Entertainment,Comedy,2869369.0,The Hudsucker Proxy,7.3,68649,1994
1811,40000000.0,Cinergi Pictures Entertainment,Mystery,19721814.0,Color of Night,5.1,19835,1994
1812,45000000.0,Universal Pictures,Action,46815748.0,The River Wild,6.3,35146,1994
1813,8000000.0,Twentieth Century Fox Film Corporation,Comedy,4350774.0,PCU,6.6,10934,1994
1814,0.0,MK2 Productions,Drama,4043686.0,Three Colors: Red,8.1,69096,1994
1815,25000000.0,New Line Cinema,Comedy,22150451.0,Don Juan DeMarco,6.7,43444,1994
1816,0.0,Hollywood Pictures,Adventure,10471613.0,Camp Nowhere,5.9,7684,1994
1817,10000000.0,Golden Harvest Company,Action,11546543.0,The Legend of Drunken Master,7.6,37144,1994
1818,60000000.0,Universal Pictures,Comedy,36763355.0,Junior,4.6,56919,1994
1819,27000000.0,Largo Entertainment,Action,44853581.0,Timecop: Policía del futuro,5.8,47553,1994
1820,0.0,TriStar Pictures,Comedy,20042048.0,Only You,6.5,16746,1994
1821,0.0,Imagine Films Entertainment,Comedy,17359799.0,My Girl 2,5.2,15940,1994
1822,20000000.0,Nest Family Entertainment,Animation,9771658.0,The Swan Princess,6.4,18972,1994
1823,0.0,Warner Bros.,Comedy,30626182.0,Major League II,5.5,21665,1994
1824,3500000.0,New Line Cinema,Crime,16036534.0,Above the Rim,6.6,11508,1994
1825,0.0,Universal Pictures,Action,16096000.0,The Getaway,5.7,14913,1994
1826,0.0,TriStar Pictures,Comedy,37800323.0,It Could Happen to You,6.3,29594,1994
1827,0.0,Icon Entertainment International,Biography,9914409.0,Immortal Beloved,7.5,20038,1994
1828,18000000.0,Etalon Film,Comedy,11300653.0,Ready to Wear,5.0,12985,1994
1829,2500000.0,Incorporated Television Company (ITC),Crime,6138485.0,The Last Seduction,7.1,17307,1994
1830,0.0,Touchstone Pictures,Drama,50021959.0,When a Man Loves a Woman,6.5,17718,1994
1831,0.0,Alliance Entertainment,Drama,4183379.0,Exótica,7.2,15366,1994
1832,50000000.0,Seagal/Nasso Productions,Action,38590500.0,On Deadly Ground,4.4,19210,1994
1833,25000000.0,Savoy Pictures,Comedy,6841570.0,Exit to Eden,4.1,5798,1994
1834,0.0,Motion Picture Corporation of America (MPCA),Comedy,14815000.0,Threesome,6.2,11407,1994
1835,7400000.0,New Line Cinema,Action,7690013.0,Surviving the Game,6.1,8846,1994
1836,2500000.0,Channel Four Films,Crime,2881508.0,Shallow Grave,7.3,49100,1994
1837,14000000.0,Universal Pictures,Comedy,13640000.0,Crooklyn,6.9,6583,1994
1838,16000000.0,Heathrow Productions,Drama,3359465.0,Blue Sky,6.4,5683,1994
1839,12000000.0,Columbia Pictures Corporation,Action,8914777.0,The Next Karate Kid,4.3,20024,1994
1840,50000000.0,Metro-Goldwyn-Mayer (MGM),Action,30155037.0,Blown Away,6.2,24421,1994
1841,0.0,Hollywood Pictures,Horror,8638072.0,The Puppet Masters,5.9,7281,1994
1842,28000000.0,Don Bluth,Animation,11373501.0,Pulgarcita,6.4,12483,1994
1843,0.0,Twentieth Century Fox Film Corporation,Family,17193886.0,Miracle on 34th Street,6.4,24126,1994
1844,25000000.0,Universal Pictures,Action,32055248.0,The Shadow,6.0,19958,1994
1845,0.0,Morgan Creek Productions,Comedy,1596700.0,Chasers,5.0,4804,1994
1846,0.0,Renn Productions,Biography,2017346.0,Queen Margot,7.5,14377,1994
1847,20000000.0,Miramax,Comedy,13383737.0,Bullets Over Broadway,7.5,31237,1994
1848,0.0,Hollywood Pictures,Comedy,28864707.0,In the Army Now,4.8,10622,1994
1849,13000000.0,Savoy Pictures,Comedy,7881335.0,Serial Mom,6.7,22529,1994
1850,0.0,MK2 Productions,Comedy,1464625.0,Three Colors: White,7.7,48877,1994
1851,0.0,Warner Bros.,Adventure,4630377.0,Black Beauty,6.6,7810,1994
1852,0.0,Spring Creek Productions,Comedy,20043254.0,With Honors,6.7,11565,1994
1853,40000000.0,Castle Rock Entertainment,Adventure,7138449.0,North,4.4,11852,1994
1854,20000000.0,Columbia Pictures Corporation,Action,15340000.0,No Escape,6.1,16576,1994
1855,0.0,Island World,Drama,16551365.0,The War,6.7,10752,1994
1856,3000000.0,Cecchi Gori Group Tiger Cinematografica,Biography,21848932.0,Il Postino,7.7,27999,1994
1857,20000000.0,Capella International,Comedy,39487686.0,Nobody's Fool,7.4,15759,1994
1858,0.0,Admire Productions Ltd.,Comedy,4264509.0,Brainscan,6.1,8826,1994
1859,0.0,"Samuel Goldwyn Company, The",Biography,15238994.0,The Madness of King George,7.2,12850,1994
1860,0.0,Touchstone Pictures,Comedy,60822.0,It's Pat: The Movie,2.6,8844,1994
1861,3500000.0,Lumière Pictures,Crime,8094616.0,Fresh,7.6,10327,1994
1862,0.0,Paramount Pictures,Comedy,18137661.0,Milk Money,5.5,9880,1994
1863,0.0,Paramount Pictures,Adventure,16819465.0,Andre,5.7,5543,1994
1864,25000000.0,Beacon Communications,Comedy,6507514.0,The Road to Wellville,5.8,10226,1994
1865,11000000.0,Touchstone Pictures,Comedy,11439193.0,The Ref,6.9,20548,1994
1866,7000000.0,Jersey Films,Biography,19604000.0,8 Seconds,6.5,4037,1994
1867,0.0,Ang Lee Productions,Comedy,7294403.0,Eat Drink Man Woman,7.8,14947,1994
1868,0.0,Capitol Films,Action,8009329.0,The Chase,5.8,15239,1994
1869,6200000.0,Warner Bros.,Comedy,126247.0,Police Academy: Mission to Moscow,3.3,26638,1994
1870,10000000.0,Caravan Pictures,Action,29392418.0,A Low Down Dirty Shame,5.9,4331,1994
1871,7850000.0,Greenleaf Productions,Action,2341309.0,Double Dragon,3.7,9200,1994
1872,200000.0,Buckeye Films,Comedy,1359736.0,Spanking the Monkey,6.3,5363,1994
1873,12000000.0,Fine Line Features,Drama,2104000.0,Death and the Maiden,7.3,18786,1994
1874,0.0,Aleph Producciones S.A.,Drama,19710.0,De amor y de sombras,5.1,1592,1994
1875,40000000.0,Castle Rock Entertainment,Comedy,43622150.0,City Slickers II: The Legend of Curly's Gold,5.5,15982,1994
1876,25000000.0,Paramount Pictures,Comedy,26372663.0,I.Q.,6.2,20930,1994
1877,19000000.0,"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",Comedy,7411659.0,Clifford,5.3,5807,1994
1878,0.0,Don Bluth,Animation,71368.0,A Troll in Central Park,5.4,4914,1994
1879,35000000.0,Imagine Entertainment,Action,20277185.0,The Cowboy Way,5.8,6634,1994
1880,0.0,Imagine Entertainment,Comedy,13145977.0,Greedy,6.2,11022,1994
1881,0.0,Castle Rock Entertainment,Comedy,12211068.0,Little Big League,6.1,8249,1994
1882,20000000.0,Ben-Ami/Leeds Productions,Family,11784000.0,3 Ninjas Kick Back,4.4,7189,1994
1883,15000000.0,TriStar Pictures,Comedy,6798240.0,Mixed Nuts,5.4,8563,1994
1884,700000.0,Cineville,Comedy,376928.0,Swimming with Sharks,7.1,20003,1994
1885,45000000.0,Paramount Pictures,Action,28720380.0,Drop Zone,5.6,16774,1994
1886,5000000.0,21st Century Film Corporation,Action,1702394.0,Death Wish V: The Face of Death,4.7,5329,1994
1887,7000000.0,"Jackson/McHenry Company,The",Crime,20851521.0,Jason's Lyric,6.6,2838,1994
1888,45000000.0,Paramount Pictures,Drama,20928892.0,Intersection,5.2,6432,1994
1889,0.0,New Line Cinema,Adventure,16344520.0,Mi adorable delincuente,5.3,5382,1994
1890,0.0,Walt Disney Pictures,Adventure,21006361.0,Iron Will,6.5,6113,1994
1891,4000000.0,Audifilm,Comedy,253969.0,Cemetery Man,7.3,17110,1994
1892,0.0,Lightning Ridge,Comedy,16821273.0,Lightning Jack,5.4,5541,1994
1893,50000000.0,Hollywood Pictures,Action,16478900.0,Terminal Velocity,5.4,11352,1994
1894,26000000.0,Fallingcloud,Action,13829734.0,Highlander: The Final Dimension,4.3,17307,1994
1895,1900000.0,Aim,Drama,763847.0,Before the Rain,8.1,11967,1994
1896,0.0,ERA International,Drama,2332728.0,To Live,8.3,12705,1994
1897,6000000.0,Universal Pictures,Comedy,38824341.0,The Paper,6.6,11123,1994
1898,0.0,Touchstone Pictures,Adventure,3662459.0,Cabin Boy,5.1,7171,1994
1899,0.0,August Entertainment,Comedy,161410.0,Sleep with Me,5.7,2233,1994
1900,2800000.0,Caméra One,Drama,2616503.0,Burnt by the Sun,8.0,11998,1994
1901,0.0,British Screen Productions,Drama,217881.0,Sister My Sister,6.9,2712,1994
1902,60000000.0,Mulholland Productions,Comedy,18250211.0,Love Affair,5.9,3922,1994
1903,0.0,Columbia Pictures Corporation,Comedy,1777020.0,I Like It Like That,6.8,1290,1994
1904,30000000.0,Metro-Goldwyn-Mayer (MGM),Comedy,18438164.0,Getting Even with Dad,4.6,6383,1994
1905,0.0,Carolco Pictures,Adventure,4358940.0,Wagons East,4.7,4191,1994
1906,45000000.0,Caravan Pictures,Action,30806194.0,I Love Trouble,5.2,10145,1994
1907,0.0,"Hudlin Brothers, The",Comedy,19281235.0,House Party 3,4.1,2684,1994
1908,2000000.0,Planet Productions,Comedy,2260622.0,Leprechaun 2,4.4,6778,1994
1909,0.0,Columbia Pictures Corporation,Comedy,7892208.0,Blankman,4.8,7048,1994
1910,0.0,Entertainment Film Distributors,Action,1422749.0,Death Machine,5.7,3032,1994
1911,0.0,British Broadcasting Corporation (BBC),Drama,4176932.0,Priest,7.1,8634,1994
1912,0.0,First Look International,Comedy,319123.0,Trading Mom,5.5,1451,1994
1913,0.0,Channel Four Films,Biography,2392599.0,Backbeat,6.7,5047,1994
1914,0.0,Jet Tone Production,Action,173526.0,Ashes of Time,7.2,10951,1994
1915,0.0,Santo Domingo Film & Music Video,Comedy,2667163.0,The Scout,5.3,5255,1994
1916,3000000.0,Jones Entertainment Group,Drama,6101600.0,The Secret of Roan Inish,7.5,6305,1994
1917,0.0,TriStar Pictures,Comedy,11384038.0,Cops and Robbersons,5.0,5507,1994
1918,7000000.0,Fine Line Features,Biography,2144667.0,Mrs. Parker and the Vicious Circle,6.4,3789,1994
1919,0.0,Enigma Productions,Adventure,12712.0,War of the Buttons,7.5,3452,1994
1920,20000000.0,Channel Films,Comedy,27053498.0,Guarding Tess,6.2,13526,1994
1921,15000000.0,Tig Productions,Crime,3038499.0,China Moon,6.2,4508,1994
1922,30000000.0,Warner Bros.,Comedy,1519366.0,Being Human,5.4,3439,1994
1923,0.0,Cecchi Gori Group Tiger Cinematografica,Crime,202458.0,A Pure Formality,7.8,7749,1994
1924,17080000.0,Hollywood Pictures,Comedy,21011500.0,The Air Up There,5.5,7663,1994
1925,20000000.0,Majestic Films International,Action,305070.0,Rapa Nui,6.4,4075,1994
1926,0.0,Permut Presentations,Adventure,5777916.0,Trapped in Paradise,5.9,10599,1994
1927,2300000.0,Fine Line Features,Crime,1095885.0,Little Odessa,6.8,6076,1994
1928,13000000.0,Nelson Entertainment,Comedy,3134081.0,The Favor,5.3,2201,1994
1929,0.0,Polygram Filmed Entertainment,Comedy,63649.0,S.F.W.,5.9,4242,1994
1930,0.0,Forge,Comedy,20664501.0,Speechless,5.7,4298,1994
1931,0.0,Alcor Films,Biography,1007583.0,Cobb,6.5,6227,1994
1932,15000000.0,Metro-Goldwyn-Mayer (MGM),Comedy,70936.0,It Runs in the Family,5.7,1234,1994
1933,0.0,Broadway Pictures,Family,9979683.0,Lassie,5.9,4198,1994
1934,0.0,Stéphan Films,Biography,2122948.0,Farinelli,6.9,5412,1994
1935,0.0,Touchstone Pictures,Drama,3428774.0,A Simple Twist of Fate,6.3,4420,1994
1936,2300000.0,American Playhouse,Comedy,856422.0,Amateur,7.0,4804,1994
1937,30000000.0,Kouf/Bigelow Productions,Drama,3180674.0,Silent Fall,5.9,3114,1994
1938,0.0,CiBy 2000,Crime,3313633.0,The Glass Shield,6.6,2960,1994
1939,3200000.0,Barcelona Films,Comedy,7266973.0,Barcelona,7.0,4843,1994
1940,10500000.0,Nelson Entertainment,Comedy,123509.0,There Goes My Baby,6.4,902,1994
1941,0.0,Walt Disney Pictures,Adventure,8878839.0,White Fang 2: Myth of the White Wolf,5.4,1764,1994
1942,0.0,Bay Kinescope,Drama,124693.0,Oleanna,6.7,2499,1994
1943,30000000.0,Baltimore Pictures,Crime,3692874.0,Jimmy Hollywood,5.3,2702,1994
1944,0.0,Ardican Films,Comedy,3021629.0,Princess Caraboo,6.0,2187,1994
1945,44000000.0,Columbia Pictures Corporation,Comedy,10209111.0,I'll Do Anything,5.6,2180,1994
1946,15000000.0,Universal Pictures,Comedy,1299060.0,Radioland Murders,6.2,2920,1994
1947,200000.0,Acme Films Ltd.,Horror,986314.0,Mosquito,4.6,1715,1994
1948,0.0,Australian Film Finance Corporation (AFFC),Comedy,766464.0,The Sum of Us,7.4,4544,1994
1949,0.0,Percy Main,Drama,464423.0,The Browning Version,7.3,2624,1994
1950,0.0,Caravan Pictures,Comedy,9398308.0,Angie,5.4,1838,1994
1951,0.0,Channel Four Films,Comedy,1746050.0,Vanya on 42nd Street,7.5,3622,1994
1952,0.0,British Columbia Film Commission,Drama,759393.0,Double Happiness,7.2,961,1994
1953,15000.0,Can I Watch,Drama,2408311.0,Go Fish,5.6,1742,1994
1954,10700000.0,Orion Pictures,Comedy,1238080.0,"Car 54, Where Are You?",2.4,4018,1994
1955,0.0,Good Machine,Drama,8534.0,River of Grass,6.5,626,1994
1956,0.0,British Screen Productions,Biography,538534.0,Tom & Viv,6.5,1357,1994
1957,1000000.0,Kino Link Company,Drama,446934.0,Nadja,6.0,2586,1994
1958,0.0,Ima Films,Drama,917915.0,Wild Reeds,7.6,4397,1994
1959,0.0,Channel Four Films,Drama,152457.0,Ladybird Ladybird,7.5,2568,1994
1960,19200000.0,Walt Disney Pictures,Adventure,3337685.0,Squanto: A Warrior's Tale,6.1,939,1994
1961,0.0,Cineplex-Odeon Films,Comedy,304852.0,Dance Me Outside,7.3,957,1994
1962,0.0,Canal Plus,Comedy,642000.0,The Monster,7.5,8177,1994
1963,0.0,Abbas Kiarostami Productions,Drama,40300.0,Through the Olive Trees,7.8,4232,1994
1964,0.0,Canal+,Adventure,1000000.0,"Little Indian, Big City",5.6,3362,1994
1965,18000000.0,Metro-Goldwyn-Mayer (MGM),Comedy,7503192.0,Clean Slate,5.7,3264,1994
1966,0.0,Aurora Productions LLC,Comedy,713234.0,Holy Matrimony,5.1,1113,1994
1967,0.0,Neue Constantin Film,Comedy,366506.0,Maybe... Maybe Not,6.6,5089,1994
1968,20000000.0,Capitol Films,Comedy,2308390.0,A Good Man in Africa,5.0,2032,1994
1969,0.0,Arena Films,Drama,111015.0,I Can't Sleep,7.0,894,1994
1970,0.0,Canal+,Action,311922.0,La fille de d'Artagnan,5.9,2764,1994
1971,33000000.0,Cecchi Gori Pictures,Crime,100125643.0,Se7en,8.6,1134655,1995
1972,50000000.0,TriStar Pictures,Action,100475249.0,Jumanji,6.9,232339,1995
1973,72000000.0,Icon Entertainment International,Biography,75600000.0,Braveheart,8.4,807256,1995
1974,6000000.0,PolyGram Filmed Entertainment,Crime,23341568.0,The Usual Suspects,8.6,814470,1995
1975,60000000.0,Warner Bros.,Action,67436818.0,Heat,8.2,470080,1995
1976,12000000.0,Paramount Pictures,Comedy,56631572.0,Clueless,6.8,136975,1995
1977,55000000.0,Walt Disney Pictures,Animation,141600000.0,Pocahontas,6.7,133708,1995
1978,29000001.0,Universal Pictures,Mystery,57141459.0,Twelve Monkeys,8.0,500403,1995
1979,30000000.0,Pixar Animation Studios,Animation,191796233.0,Toy Story,8.3,694113,1995
1980,100000000.0,Warner Bros.,Action,184031112.0,Batman Forever,5.4,203965,1995
1981,60000000.0,Eon Productions,Action,106600000.0,GoldenEye,7.2,209588,1995
1982,52000000.0,Universal Pictures,Crime,42438300.0,Casino,8.2,367532,1995
1983,1500000.0,Guys Upstairs,Drama,7417210.0,Kids,7.0,63097,1995
1984,45000000.0,Carolco Pictures,Drama,20302961.0,Showgirls,4.7,53325,1995
1985,50000000.0,Universal Pictures,Comedy,100328194.0,Casper,6.0,94596,1995
1986,0.0,Kôdansha,Animation,515905.0,Ghost in the Shell,8.0,101716,1995
1987,3500000.0,New Line Cinema,Comedy,27467564.0,Friday,7.3,82224,1995
1988,2500000.0,Castle Rock Entertainment,Drama,5535405.0,Before Sunrise,8.1,207167,1995
1989,18000000.0,New Line Cinema,Action,70454098.0,Mortal Kombat,5.8,87007,1995
1990,52000000.0,Universal Pictures,Adventure,173837933.0,Apollo 13,7.6,224635,1995
1991,20000000.0,United Artists,Comedy,7564000.0,Hackers,6.2,57821,1995
1992,19000000.0,Don Simpson/Jerry Bruckheimer Films,Action,65807024.0,Bad Boys,6.8,186965,1995
1993,90000000.0,Cinergi Pictures Entertainment,Action,100012499.0,Die Hard with a Vengeance,7.6,317792,1995
1994,10000000.0,Universal Pictures,Comedy,25588750.0,Billy Madison,6.4,112423,1995
1995,175000000.0,Universal Pictures,Action,88246220.0,Waterworld,6.1,153742,1995
1996,50000000.0,Paramount Pictures,Action,81022101.0,Congo,5.1,36705,1995
1997,16000000.0,Columbia Pictures Corporation,Drama,43182776.0,Sense and Sensibility,7.7,84237,1995
1998,30250000.0,Metro-Goldwyn-Mayer (MGM),Comedy,72077000.0,Get Shorty,6.9,66364,1995
1999,62000000.0,Universal Pictures,Comedy,65000000.0,The American President,6.8,45293,1995
2000,25000000.0,Trilogy Entertainment Group,Action,4064333.0,Tank Girl,5.3,26302,1995
2001,9500000.0,Caravan Pictures,Drama,30862146.0,Powder,6.6,25582,1995
2002,35000000.0,Metro-Goldwyn-Mayer (MGM),Action,60074103.0,Species,5.8,64667,1995
2003,18000000.0,Club d'Investissement Média,Fantasy,1513028.0,The City of Lost Children,7.7,58437,1995
2004,3600000.0,Lumiere Pictures,Drama,31968347.0,Adiós a Las Vegas,7.6,99239,1995
2005,0.0,New Line Cinema,Biography,2424439.0,The Basketball Diaries,7.3,86655,1995
2006,7000000.0,Columbia Pictures Corporation,Action,25625110.0,Desperado,7.2,147918,1995
2007,0.0,Caravan Pictures,Comedy,17689177.0,Heavy Weights,6.7,21136,1995
2008,0.0,Monarchy Enterprises B.V.,Comedy,303841.0,Empire Records,6.7,40911,1995
2009,30000000.0,Universal Pictures,Comedy,66600000.0,"Babe, el puerquito valiente",6.8,100541,1995
2010,42000000.0,Lightstorm Entertainment,Action,7919000.0,Strange Days,7.2,57697,1995
2011,30000000.0,Morgan Creek Productions,Adventure,108385533.0,Ace Ventura: When Nature Calls,6.3,172305,1995
2012,4000000.0,Miramax,Comedy,4301331.0,Four Rooms,6.7,83723,1995
2013,0.0,Canal+,Crime,309811.0,La Haine,8.1,115435,1995
2014,17000000.0,Hollywood Pictures,Comedy,81057016.0,While You Were Sleeping,6.7,76882,1995
2015,32000000.0,TriStar Pictures,Action,18636537.0,Rápida y mortal,6.4,73223,1995
2016,0.0,Universal Pictures,Adventure,29412050.0,Major Payne,6.2,24344,1995
2017,70000000.0,Hollywood Pictures,Action,34693481.0,Judge Dredd,5.5,95091,1995
2018,0.0,Walt Disney Pictures,Animation,35348597.0,A Goofy Movie,6.8,36877,1995
2019,22000000.0,Universal Pictures,Horror,9417567.0,Village of the Damned,5.6,23569,1995
2020,0.0,Broadway Pictures,Adventure,32700000.0,Tommy Boy,7.1,66163,1995
2021,17000000.0,Warner Bros.,Drama,10019307.0,A Little Princess,7.7,26945,1995
2022,12000000.0,Paramount Pictures,Comedy,46576136.0,The Brady Bunch Movie,5.9,18224,1995
2023,11000000.0,Havoc,Crime,39387284.0,Dead Man Walking,7.6,77349,1995
2024,25000000.0,Lancaster Gate,Comedy,69870000.0,Grumpier Old Men,6.6,20718,1995
2025,0.0,Universal Pictures,Comedy,36474193.0,"To Wong Foo Thanks for Everything, Julie Newmar",6.4,22962,1995
2026,0.0,New Line Cinema,Comedy,27400000.0,Now and Then,6.8,22719,1995
2027,0.0,Dualstar Productions,Comedy,19474589.0,It Takes Two,5.8,16200,1995
2028,20000000.0,Regency Enterprises,Drama,32051917.0,Copycat,6.6,45066,1995
2029,0.0,Castle Rock Entertainment,Crime,24361867.0,Dolores Claiborne,7.4,30927,1995
2030,15000000.0,Twentieth Century Fox Film Corporation,Action,37804616.0,Mighty Morphin Power Rangers: The Movie,5.1,21647,1995
2031,50000000.0,Warner Bros.,Action,67823573.0,Outbreak,6.6,95549,1995
2032,9000000.0,Pandora Filmproduktion,Drama,1037847.0,Dead Man,7.7,77407,1995
2033,53000000.0,Hollywood Pictures,Action,91400000.0,Crimson Tide,7.3,86579,1995
2034,24000000.0,Warner Bros.,Drama,71516617.0,The Bridges of Madison County,7.6,58975,1995
2035,23000000.0,Hollywood Pictures,Biography,84919401.0,Dangerous Minds,6.4,40880,1995
2036,20000000.0,Columbia Pictures Corporation,Comedy,21284514.0,To Die For,6.8,36974,1995
2037,0.0,Trimark Pictures,Comedy,704543.0,Kicking and Screaming,7.0,7594,1995
2038,6000000.0,Gramercy Pictures (I),Comedy,2122561.0,Mallrats,7.2,103484,1995
2039,5000000.0,Halloween VI Productions,Horror,15116634.0,Halloween: The Curse of Michael Myers,5.0,22890,1995
2040,60000000.0,Warner Bros.,Action,50024083.0,Under Siege 2: Dark Territory,5.4,38220,1995
2041,25000000.0,TriStar Pictures,Action,19076000.0,Johnny Mnemonic,5.6,58885,1995
2042,0.0,Columbia Pictures Corporation,Crime,38290723.0,Higher Learning,6.5,15576,1995
2043,20000000.0,Twentieth Century Fox Film Corporation,Drama,50012507.0,A Walk in the Clouds,6.7,26520,1995
2044,15000000.0,Sweetland Films,Comedy,6700000.0,Mighty Aphrodite,7.1,33697,1995
2045,50000000.0,Warner Bros.,Action,30306268.0,Assassins,6.3,67317,1995
2046,58000000.0,Constellation Entertainment,Comedy,53672080.0,Sabrina,6.3,31451,1995
2047,28000000.0,United Artists,Adventure,31600000.0,Rob Roy,6.9,36234,1995
2048,55000000.0,Columbia Pictures Corporation,Action,37600435.0,First Knight,5.9,59052,1995
2049,30000000.0,Gaumont,Comedy,10693649.0,Drácula: Muerto pero feliz,5.8,32629,1995
2050,98000000.0,Beckner/Gorman Productions,Action,10017322.0,Cutthroat Island,5.6,22527,1995
2051,13000000.0,Tales From The Crypt Holdings,Action,21088568.0,Tales from the Crypt: Demon Knight,6.7,17728,1995
2052,22000000.0,Columbia Pictures Corporation,Action,50727965.0,The Net,5.9,51864,1995
2053,10000000.0,Caravan Pictures,Action,24200000.0,Dead Presidents,6.8,16395,1995
2054,0.0,Polygram Filmed Entertainment,Comedy,38896854.0,French Kiss,6.6,40933,1995
2055,45000000.0,Columbia Pictures Corporation,Drama,35617599.0,The Indian in the Cupboard,5.9,22044,1995
2056,23000000.0,Hollywood Pictures,Drama,82569971.0,Mr. Holland's Opus,7.3,31602,1995
2057,50000000.0,Allied Stars Ltd.,Drama,10400000.0,The Scarlet Letter,5.2,12706,1995
2058,20000000.0,Eddie Murphy Productions,Comedy,19751736.0,Vampire in Brooklyn,4.5,18359,1995
2059,0.0,Amblimation,Animation,11268750.0,Balto,7.1,32984,1995
2060,15000000.0,Tapestry Films,Adventure,13406717.0,A Kid in King Arthur's Court,4.8,4897,1995
2061,8000000.0,First Look International,Action,16115878.0,The Prophecy,6.6,25657,1995
