;budget;company;genre;gross;name;score;votes;year;Animation_1;Animation_2;Animation_3;Animation_4
4344;40000000;Revolution Studios;Action;19699706;Man of the House;5,4;20682;2005;;;;
4345;20000000;Universal Pictures;Drama;22862049;Two for the Money;6,2;38668;2005;;;;
4346;16000000;Tag Entertainment;Action;3101301;Supercross;4,1;4076;2005;;;;
4347;25000000;Universal Pictures;Comedy;16247775;The Perfect Man;5,5;24927;2005;;;;
4348;7000000;Warner Independent Pictures (WIP);Comedy;1705595;Everything Is Illuminated;7,5;52683;2005;;;;
4349;30000000;Alcon Entertainment;Adventure;49772522;Racing Stripes;5,2;13521;2005;;;;
4350;3500000;Comedy Central Films;Comedy;2068323;Strangers with Candy;6,1;7228;2005;;;;
4351;0;Dimension Films;Horror;881745;Venom;4,7;8454;2005;;;;
4352;0;EuropaCorp;Comedy;202200;Angel-A;7,1;27839;2005;;;;
4353;1000000;Junebug Movie;Comedy;2678691;Junebug;7;19828;2005;;;;
4354;22000000;Paramount Pictures;Comedy;12482775;The Weather Man;6,6;71722;2005;;;;
4355;22000000;Nord-Ouest Productions;Drama;1054361;Joyeux Noel;7,8;23393;2005;;;;
4356;14200000;Zentropa Entertainments;Drama;78378;Manderlay;7,4;19714;2005;;;;
4357;4000000;Bob Yari Productions;Comedy;1325073;Thumbsucker;6,6;19354;2005;;;;
4358;0;Lions Gate Films;Comedy;1311633;Happy Endings;6,5;8394;2005;;;;
4359;80000000;Franchise Pictures;Action;1891821;A Sound of Thunder;4,2;17129;2005;;;;
4360;10000000;Universal Pictures;Drama;56386759;White Noise;5,5;43523;2005;;;;
4361;0;Pathé Pictures International;Comedy;828699;Breakfast on Pluto;7,3;18406;2005;;;;
4362;0;Applause Bhansali Productions;Drama;733094;Black;8,2;27633;2005;;;;
4363;30000000;Morgan Creek Productions;Drama;251495;Dominion: Prequel to the Exorcist;5,3;8626;2005;;;;
4364;0;New Regency Pictures;Comedy;384924;Little Manhattan;7,6;19906;2005;;;;
4365;4000000;Destination Films;Adventure;864959;Mirrormask;6,9;20947;2005;;;;
4366;0;Touchstone Pictures;Drama;10281585;Shopgirl;6,4;21851;2005;;;;
4367;0;Cinefarm;Drama;2804642;La mujer de mi hermano;6,2;2725;2005;;;;
4368;9000000;New Line Cinema;Comedy;18761993;The Upside of Anger;6,9;19715;2005;;;;
4369;0;Green Diamond Entertainment;Comedy;145450;Dirty Deeds;5,9;7723;2005;;;;
4370;169000;Summit Entertainment;Comedy;1618957;Keeping Mum;6,8;29722;2005;;;;
4371;14000000;Allan Zeman Productions;Horror;16298046;An American Haunting;5;22973;2005;;;;
4372;2000000;IFC Films;Comedy;3885134;Me and You and Everyone We Know;7,3;32369;2005;;;;
4373;3800000;Manitoba Film and Video Production Tax Credit;Horror;167723;Tamara;5,2;8649;2005;;;;
4374;20000000;Pathé Pictures;Comedy;11034436;Mrs Henderson Presents;7,1;14000;2005;;;;
4375;0;Media 8 Entertainment;Adventure;478070;Lovewrecked;4,9;12473;2005;;;;
4376;32000000;DreamWorks;Drama;32701088;Dreamer: Inspired by a True Story;6,9;10608;2005;;;;
4377;16000000;Merchant Ivory Productions;Drama;1666262;The White Countess;6,7;5569;2005;;;;
4378;0;HBO Films;Biography;454711;Last Days;5,8;19666;2005;;;;
4379;1000000;Blackwater Films;Crime;44785;The Zodiac;5,4;6464;2005;;;;
4380;0;Aura Films;Crime;56103;The Aura;7,3;11477;2005;;;;
4381;0;Paramount Classics;Drama;374903;Asylum;6,1;4365;2005;;;;
4382;35000000;Vanguard Animation;Animation;19447478;Valiant;5,6;17195;2005;;;;
4383;3000000;The UK Film & TV Production Company PLC;Crime;2912363;Tsotsi;7,3;25853;2005;;;;
4384;0;Fidélité Productions;Drama;117581;Time to Leave;7,1;7609;2005;;;;
4385;6800000;El Camino Pictures;Comedy;49526;The Chumscrubber;7;16769;2005;;;;
4386;0;State Street Pictures;Comedy;17378977;Roll Bounce;6;5848;2005;;;;
4387;10000000;Stratus Film Co.;Comedy;12594698;The Matador;6,8;41498;2005;;;;
4388;33000000;New Line Cinema;Action;8326035;The Man;5,5;22713;2005;;;;
4389;0;Les Films de la Strada;Crime;121390;13 Tzameti;7,4;15418;2005;;;;
4390;7500000;Lions Gate Films;Action;143615;Man-Thing;4;5119;2005;;;;
4391;3500000;Stratus Film Co.;Comedy;101228;Winter Passing;6,4;7539;2005;;;;
4392;0;Teton Films;Action;370627;Shadowboxer;5,6;6165;2005;;;;
4393;2500000;Shoreline Entertainment;Comedy;247141;Marilyn Hotchkiss' Ballroom Dancing & Charm School;6,6;2382;2005;;;;
4394;0;Broth Film;Biography;676167;Sophie Scholl: The Final Days;7,7;23519;2005;;;;
4395;0;Augustus Film;Crime;1452402;Paradise Now;7,5;20477;2005;;;;
4396;12500000;Lunar Films;Comedy;323331;Russian Dolls;7;17470;2005;;;;
4397;0;Les Films du Fleuve;Crime;651234;L'enfant;7,5;15410;2005;;;;
4398;0;Big Screen Entertainment Group;Comedy;58116;Dirty Love;3,5;6228;2005;;;;
4399;500000;Mandragora;Drama;79943;The Death of Mr. Lazarescu;8;11161;2005;;;;
4400;40000000;Touchstone Pictures;Drama;53089891;The Prestige;8,5;943597;2006;;;;
4401;90000000;Warner Bros.;Crime;132384315;The Departed;8,5;962185;2006;;;;
4402;0;Estudios Picasso;Drama;37634615;Pan's Labyrinth;8,2;511652;2006;;;;
4403;65000000;Warner Bros.;Action;210614939;300;7,7;648211;2006;;;;
4404;225000000;Walt Disney Pictures;Action;423315812;Pirates of the Caribbean: Dead Man's Chest;7,3;567704;2006;;;;
4405;35000000;Warner Bros.;Drama;10144010;The Fountain;7,3;203187;2006;;;;
4406;76000000;Universal Pictures;Drama;35552383;Children of Men;7,9;391981;2006;;;;
4407;150000000;Columbia Pictures;Action;167445960;Casino Royale;8;503887;2006;;;;
4408;40000000;Icon Entertainment International;Action;50866635;Apocalypto;7,8;252584;2006;;;;
4409;35000000;Fox 2000 Pictures;Comedy;124740460;The Devil Wears Prada;6,8;308388;2006;;;;
4410;2000000;Wiedemann & Berg Filmproduktion;Drama;11286112;The Lives of Others;8,5;285724;2006;;;;
4411;120000000;Pixar Animation Studios;Animation;244082982;Cars;7,1;292006;2006;x;;;
4412;0;Twentieth Century Fox Film Corporation;Adventure;438653;Idiocracy;6,6;118217;2006;;;;
4413;50000000;Silent Hill DCP Inc.;Adventure;46982632;Terror en Silent Hill;6,6;189068;2006;;;;
4414;55000000;Columbia Pictures Corporation;Biography;163566459;The Pursuit of Happyness;8;369367;2006;;;;
4415;8000000;Fox Searchlight Pictures;Comedy;59891098;Little Miss Sunshine;7,8;381001;2006;;;;
4416;0;Kaltenbach Pictures;Comedy;26870825;Pisando firme;6,4;23787;2006;;;;
4417;700000;Hunting Lane Films;Drama;2694973;Half Nelson;7,2;75238;2006;;;;
4418;15000000;Craven-Maddalena Films;Horror;41778863;The Hills Have Eyes;6,4;139041;2006;;;;
4419;85000000;Columbia Pictures;Comedy;63224849;The Holiday;6,9;197811;2006;;;;
4420;20000000;DreamWorks;Comedy;2339735;She's the Man;6,4;125579;2006;;;;
4421;85000000;Universal Pictures;Action;62514415;The Fast and the Furious: Tokyo Drift;6;199003;2006;;;;
4422;125000000;Columbia Pictures;Mystery;217536138;The Da Vinci Code;6,6;345008;2006;;;;
4423;40000000;Columbia Pictures Corporation;Biography;15962471;Marie Antoinette;6,4;85914;2006;;;;
4424;100000000;Warner Bros.;Adventure;57366262;Diamante de sangre;8;430028;2006;;;;
4425;0;Googly Films;Adventure;2280348;The Fall;7,9;94912;2006;;;;
4426;35000000;Fox 2000 Pictures;Comedy;7458269;A Good Year;6,9;76333;2006;;;;
4427;0;Sidney Kimmel Entertainment;Biography;15229325;Sospechas mortales;6,9;91466;2006;;;;
4428;45000000;Universal Pictures;Crime;88513495;Inside Man;7,6;290361;2006;;;;
4429;25000000;Paramount Pictures;Drama;34302837;Babel;7,5;257380;2006;;;;
4430;10000000;Twisted Pictures;Horror;80238724;Saw III;6,2;152336;2006;;;;
4431;16000000;New Line Cinema;Horror;39517763;The Texas Chainsaw Massacre: The Beginning;5,9;59869;2006;;;;
4432;17000000;Universal Pictures;Action;35662731;Smokin' Aces;6,7;125910;2006;;;;
4433;16000000;Bull's Eye Entertainment;Drama;39868642;The Illusionist;7,6;316052;2006;;;;
4434;24000000;Metro-Goldwyn-Mayer (MGM);Drama;70270943;Rocky Balboa;7,2;174575;2006;;;;
4435;0;Constantin Film;Crime;2223293;El Perfume: Historia de un asesino;7,5;202948;2006;;;;
4436;210000000;Twentieth Century Fox Film Corporation;Action;234362462;X-Men III: La batalla final;6,7;415430;2006;;;;
4437;70000000;Columbia Pictures Corporation;Comedy;137355633;Click;6,4;263834;2006;;;;
4438;52000000;Universal Pictures;Comedy;118703275;The Break-Up;5,8;108341;2006;;;;
4439;75000000;Touchstone Pictures;Action;64038616;Deja Vu;7;258182;2006;;;;
4440;0;Twentieth Century Fox Film Corporation;Comedy;6088249;Grandma's Boy;7;70595;2006;;;;
4441;12000000;Touchstone Pictures;Crime;65328121;Step Up;6,5;97712;2006;;;;
4442;135000000;Universal Pictures;Action;63450470;Miami Vice;6;97434;2006;;;;
4443;209000000;Warner Bros.;Action;200081192;Superman Returns;6,1;249656;2006;;;;
4444;18000000;Twentieth Century Fox Film Corporation;Comedy;41011711;John Tucker Must Die;5,8;71344;2006;;;;
4445;72500000;Columbia Pictures;Action;148213377;Talladega Nights: The Ballad of Ricky Bobby;6,6;140305;2006;;;;
4446;150000000;Paramount Pictures;Action;134029801;Mission: Impossible III;6,9;275630;2006;;;;
4447;18000000;Four by Two;Comedy;128505958;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;7,3;312878;2006;;;;
4448;0;Warp Films;Crime;327919;This Is England;7,7;104084;2006;;;;
4449;27000000;The Weinstein Company;Crime;22494487;Lucky Number Slevin;7,8;275930;2006;;;;
4450;110000000;Twentieth Century Fox Film Corporation;Adventure;250863268;Night at the Museum;6,4;257969;2006;;;;
4451;75000000;Columbia Pictures;Animation;73661010;Monster House;6,6;79512;2006;;;;
4452;20000000;Screen Gems;Action;23292105;The Covenant;5,3;41469;2006;;;;
4453;160000000;Warner Bros.;Action;60674817;Poseidon;5,6;86466;2006;;;;
4454;70000000;DreamWorks;Drama;103365956;Dreamgirls;6,5;60034;2006;;;;
4455;0;Showbox Entertainment;Action;2201923;The Host;7;76265;2006;;;;
4456;23000000;Universal Pictures;Comedy;36323505;Accepted;6,5;110788;2006;;;;
4457;15000000;Paramount Classics;Drama;9396870;Black Snake Moan;7;55548;2006;;;;
4458;70000000;Metro-Goldwyn-Mayer (MGM);Drama;5971336;Basic Instinct 2;4,2;32861;2006;;;;
4459;26000000;New Line Cinema;Drama;5463019;Little Children;7,6;96259;2006;;;;
4460;65000000;Columbia Pictures;Adventure;71726025;RV;5,5;49145;2006;;;;
4461;90000000;Universal Pictures;Drama;59952835;The Good Shepherd;6,7;90199;2006;;;;
4462;65000000;Warner Bros.;Drama;43545364;We Are Marshall;7,1;50115;2006;;;;
4463;100000000;Fox 2000 Pictures;Action;75030163;Eragon;5,1;112350;2006;;;;
4464;8700000;Warner Independent Pictures (WIP);Animation;5501616;A Scanner Darkly;7,1;94464;2006;;;;
4465;21000000;Fu Works;Drama;4398392;Black Book;7,8;63950;2006;;;;
4466;0;StudioCanal;Drama;751138;El imperio;7;45610;2006;;;;
4467;70000000;Warner Bros.;Drama;42285169;Lady in the Water;5,6;84057;2006;;;;
4468;2000000;THINKFilm;Drama;1985292;Shortbus;6,5;28807;2006;;;;
4469;0;Red Hour Films;Adventure;8319186;Tenacious D in The Pick of Destiny;6,8;90830;2006;;;;
4470;19000000;DreamWorks;Drama;13756082;Letters from Iwo Jima;7,9;139014;2006;;;;
4471;12000000;Lakeshore Entertainment;Action;27829874;Crank;7;208393;2006;;;;
4472;19400000;WIP;Drama;8060487;Al otro lado del mundo;7,5;81655;2006;;;;
4473;38000000;Columbia Pictures;Comedy;40137776;Stranger Than Fiction;7,6;196901;2006;;;;
4474;63000000;Paramount Pictures;Drama;70278893;World Trade Center;6;70654;2006;;;;
4475;15500000;Gold Circle Films;Comedy;7774730;Criaturas rastreras;6,5;65460;2006;;;;
4476;100000000;Warner Bros.;Animation;198000317;Happy Feet;6,5;144200;2006;x;;;
4477;40000000;Walt Disney Pictures;Adventure;81612565;Eight Below;7,3;52356;2006;;;;
4478;40000000;Warner Bros.;Drama;52330111;The Lake House;6,8;121026;2006;;;;
4479;90000000;DreamWorks;Drama;33602376;Flags of our Fathers;7,1;106291;2006;;;;
4480;80000000;DreamWorks Animation;Animation;155019340;Over the Hedge;6,8;136214;2006;;;;
4481;6000000;Fox Searchlight Pictures;Biography;17605861;The Last King of Scotland;7,7;154942;2006;;;;
4482;50000000;Screen Gems;Action;62318875;Underworld: Evolution;6,7;169745;2006;;;;
4483;149000000;Aardman Animations;Animation;64665672;Flushed Away;6,6;92380;2006;;;;
4484;25000000;New Line Cinema;Horror;54098051;Destino final 3;5,8;110532;2006;;;;
4485;15000000;Universal Pictures;Drama;31567134;United 93;7,6;87699;2006;;;;
4486;30000000;Screen Gems;Action;18500966;Ultraviolet;4,4;73282;2006;;;;
4487;10000000;Metro-Goldwyn-Mayer (MGM);Adventure;5490423;Rescue Dawn;7,3;89482;2006;;;;
4488;0;Left Turn Films;Comedy;24942;Cashback;7,2;76132;2006;;;;
4489;0;Les Productions du Trésor;Crime;6177192;Tell No One;7,6;41947;2006;;;;
4490;32000000;Paramount Pictures;Comedy;80197993;Nacho Libre;5,7;69721;2006;;;;
4491;15000000;Fox Searchlight Pictures;Crime;17508670;Notes on a Scandal;7,4;67309;2006;;;;
4492;0;Pathé Pictures International;Biography;56441711;The Queen;7,3;91427;2006;;;;
4493;33000000;New Line Cinema;Action;34020814;Serpientes a bordo;5,6;120282;2006;;;;
4494;40000000;Walt Disney Pictures;Biography;57789574;Invincible;7,1;55713;2006;;;;
4495;12000000;Fox 2000 Pictures;Comedy;18595716;Aquamarine;5,3;33023;2006;;;;
4496;0;Madhouse;Animation;881302;Paprika;7,7;51679;2006;;;;
4497;40000000;Warner Bros.;Horror;23643531;The Wicker Man;3,7;56253;2006;;;;
4498;20000000;Twentieth Century Fox Film Corporation;Action;18843314;The Marine;4,7;28911;2006;;;;
4499;17500000;Warner Bros.;Comedy;19185184;Beerfest;6,3;57005;2006;;;;
4500;50000000;Universal Pictures;Crime;22518325;La Dalia Negra;5,6;65604;2006;;;;
4501;25000000;Twentieth Century Fox Film Corporation;Horror;54607383;The Omen;5,5;50944;2006;;;;
4502;4000000;Lions Gate Films;Drama;7006708;Bug;6,1;29353;2006;;;;
4503;28000000;New Regency Pictures;Comedy;17324744;Just My Luck;5,4;47270;2006;;;;
4504;33000000;Revolution Studios;Action;57651794;The Benchwarmers;5,6;42905;2006;;;;
4505;45000000;Dimension Films;Comedy;90710620;Scary Movie 4;5,1;99473;2006;;;;
4506;50000000;Paramount Pictures;Comedy;88715192;Failure to Launch;5,6;62338;2006;;;;
4507;4000000;BBC Films;Comedy;10525717;Scoop;6,7;71751;2006;;;;
4508;10000000;Fox Atomic;Horror;7025803;Turistas;5,3;32558;2006;;;;
4509;21000000;Constantin Film;Action;480314;DOA: Dead or Alive;4,8;39969;2006;;;;
4510;70000000;Touchstone Pictures;Action;55011732;The Guardian;6,9;78977;2006;;;;
4511;0;ROMP;Comedy;2197331;Rang De Basanti;8,3;84309;2006;;;;
4512;0;Canal+ España;Comedy;12899867;Volver;7,6;81978;2006;;;;
4513;15000000;Screen Gems;Horror;47860214;When a Stranger Calls;5,1;37253;2006;;;;
4514;65000000;Metro-Goldwyn-Mayer (MGM);Adventure;82226474;The Pink Panther;5,6;70105;2006;;;;
4515;10000000;DEJ Productions;Drama;3960414;Peaceful Warrior;7,3;22445;2006;;;;
4516;1000000;No Matter Pictures;Comedy;316996;Wristcutters: A Love Story;7,4;48536;2006;;;;
4517;35000000;Revolution Studios;Action;11631245;Zoom;4,3;16115;2006;;;;
4518;0;Qwerty Films;Comedy;136432;Severance;6,5;33173;2006;;;;
4519;0;Paramount Pictures;Comedy;82985708;Charlotte's Web;6,3;30383;2006;;;;
4520;15000000;Summit Entertainment;Comedy;10011274;Penelope;6,8;53683;2006;;;;
4521;0;Twentieth Century Fox Film Corporation;Drama;14732623;Tristan + Isolde;6,9;46906;2006;;;;
4522;55000000;Columbia Pictures Corporation;Drama;7221458;All the King's Men;6,2;21583;2006;;;;
4523;20000000;New Regency Pictures;Comedy;48548426;Date Movie;2,7;52303;2006;;;;
4524;13000000;Victoires International;Comedy;4857376;Paris, je t'aime;7,3;65342;2006;;;;
4525;80000000;Twentieth Century Fox Animation;Animation;195330621;Ice Age: The Meltdown;6,9;211943;2006;x;;;
4526;0;Sweet Tea Pictures LLC;Comedy;21160089;ATL;6;8872;2006;;;;
4527;5000000;The Weinstein Company;Comedy;24138847;Clerks II;7,4;119342;2006;;;;
4528;64000000;Revolution Studios;Comedy;58645052;Littleman;4,3;42365;2006;;;;
4529;0;Columbia Pictures Corporation;Comedy;15269668;Catch and Release;6;19855;2006;;;;
4530;17000000;New Line Cinema;Action;6855137;Running Scared;7,4;91057;2006;;;;
4531;0;Film Finance;Drama;44720;Candy;7,3;38145;2006;;;;
4532;17000000;Universal Pictures;Comedy;275380;Southland Tales;5,5;33669;2006;;;;
4533;40000000;Samuelson Productions;Action;652526;Alex Rider: Operation Stormbreaker;5,1;21238;2006;;;;
4534;0;TS Productions;Drama;22490;The Exterminating Angels;5,5;2583;2006;;;;
4535;20000000;The Weinstein Company;Horror;20259297;Pulse;4,7;25920;2006;;;;
4536;0;Beijing Film Studio;Action;24623719;Fearless;7,7;65534;2006;;;;
4537;30000000;Regency Enterprises;Comedy;22530295;My Super Ex-Girlfriend;5,1;56128;2006;;;;
4538;28000000;Focus Features;Biography;14415222;Hollywoodland;6,5;30288;2006;;;;
4539;30000000;Columbia Pictures Industries;Crime;38432823;Gridiron Gang;6,9;35771;2006;;;;
4540;86000000;EuropaCorp;Animation;15132763;Arthur and the Invisibles;6;27672;2006;;;;
4541;9000000;Hollywood Pictures;Horror;23086480;Stay Alive;5,1;26907;2006;;;;
4542;0;Fox Searchlight Pictures;Comedy;2706659;The History Boys;6,9;18566;2006;;;;
4543;0;New Zealand Film Commission;Comedy;82987;Black Sheep;5,8;36120;2006;;;;
4544;85000000;Columbia Pictures;Animation;85105259;Open Season;6,2;71052;2006;;;;
4545;0;BBC Films;Comedy;210128;Starter for 10;6,7;19040;2006;;;;
4546;1500000;ArieScope Pictures;Comedy;155873;Hatchet;5,7;24641;2006;;;;
4547;0;Sixteen Films;Drama;1829142;The Wind That Shakes the Barley;7,5;39412;2006;;;;
4548;0;Bristol Bay Productions;Biography;21208358;Amazing Grace;7,5;21869;2006;;;;
4549;9000000;Dimension Films;Horror;16235293;Black Christmas;4,6;21102;2006;;;;
4550;18000000;Millennium Films;Crime;188565;Amores asesinos;6,5;18418;2006;;;;
4551;52000000;Alcon Entertainment;Action;36883539;16 Blocks;6,6;116840;2006;;;;
4552;0;Walt Disney Pictures;Biography;42643187;Glory Road;7,2;37118;2006;;;;
4553;50000000;Warner Bros.;Crime;48751189;Firewall;5,8;51779;2006;;;;
4554;54000000;Universal Pictures;Comedy;75628110;You, Me and Dupree;5,6;71458;2006;;;;
4555;60000000;Electric Entertainment;Action;13082288;Flyboys;6,6;37329;2006;;;;
4556;20000000;Columbia Pictures Corporation;Horror;39143839;The Grudge 2;5;41311;2006;;;;
4557;60000000;Twentieth Century Fox Film Corporation;Action;36280697;The Sentinel;6,1;43940;2006;;;;
4558;1000000;Big Easy Pictures;Drama;1100000;Loving Annabelle;6,6;10025;2006;;;;
4559;35000000;Arc Productions;Animation;14522427;Everyone's Hero;5,8;6650;2006;;;;
4560;45000000;Beijing New Picture Film Co.;Action;6566773;Curse of the Golden Flower;7;38097;2006;;;;
4561;100000;Carmel Entertainment;Drama;10178331;Facing the Giants;6,7;13291;2006;;;;
4562;12000000;Plan B Entertainment;Comedy;6754898;Running with Scissors;6,2;20590;2006;;;;
4563;50000000;Imagine Entertainment;Animation;58640119;Curious George;6,6;13503;2006;;;;
4564;30000000;New Line Cinema;Drama;34742066;Take the Lead;6,7;22722;2006;;;;
4565;40000000;Twentieth Century Fox Film Corporation;Comedy;70165972;Big Momma's House 2;4,6;34616;2006;;;;
4566;12000000;Walt Disney Pictures;Adventure;84500122;The Santa Clause 3: The Escape Clause;4,7;24317;2006;;;;
4567;14000000;The Weinstein Company;Biography;11242801;Bobby;7;39109;2006;;;;
4568;30000000;Phoenix Pictures;Biography;2975649;Miss Potter;7;25132;2006;;;;
4569;7000000;The Weinstein Company;Biography;1661464;Factory Girl;6,4;19204;2006;;;;
4570;0;Zentropa Entertainments;Drama;412544;Después de la boda;7,8;27574;2006;;;;
4571;6000000;Lions Gate Films;Comedy;63257940;Madea's Family Reunion;5,1;9376;2006;;;;
4572;0;Buena Vista Home Entertainment;Animation;48461;Cuentos de Terramar;6,5;26067;2006;;;;
4573;8000000;World Wrestling Entertainment (WWE);Action;15032800;See No Evil;5,1;23111;2006;;;;
4574;50000000;The Saul Zaentz Company;Biography;1000045;Goya's Ghosts;6,9;26348;2006;;;;
4575;51000000;Paramount Pictures;Animation;72779000;La Granja;5,6;22732;2006;;;;
4576;16800000;Edward R. Pressman Film;Biography;220914;Fur: An Imaginary Portrait of Diane Arbus;6,5;13848;2006;;;;
4577;0;Metro-Goldwyn-Mayer (MGM);Comedy;4261350;Van Wilder 2: The Rise of Taj;4,8;20196;2006;;;;
4578;13000000;Yari Film Group Releasing;Biography;1173673;Find Me Guilty;7,1;29604;2006;;;;
4579;0;Medusa Film;Drama;18569;The Unknown Woman;7,5;10774;2006;;;;
4580;20000000;Dimension Films;Comedy;17803796;School for Scoundrels;5,9;27180;2006;;;;
4581;12000000;Lionsgate;Comedy;28435406;Employee of the Month;5,5;39328;2006;;;;
