;budget;company;genre;gross;name;score;votes;year;Animation_1;Animation_2;Animation_3;Animation_4;Franchise;Disney_princess
223;145000000.0;DreamWorks Animation;Animation;177002924.0;How to Train Your Dragon 2;7.8;243596.0;2014.0;;x;;;How to Train Your Dragon;
224;55000000.0;StudioCanal;Animation;76223578.0;Paddington;7.2;56480.0;2014.0;;;;;;
225;132000000.0;DreamWorks Animation;Animation;83348920.0;Penguins of Madagascar;6.7;66287.0;2014.0;;;;x;;
226;145000000.0;Bullwinkle Studios;Animation;111506430.0;Mr. Peabody & Sherman;6.8;52421.0;2014.0;;;;;;
227;0.0;Big Farm;Animation;857522.0;Song of the Sea;8.1;35135.0;2014.0;;;;;;
228;42000000.0;Gulfstream Pictures;Animation;64251541.0;Locos por las nueces;5.8;21922.0;2014.0;;;;;;
229;103000000.0;Twentieth Century Fox Animation;Animation;131538435.0;Rio 2;6.3;64550.0;2014.0;;x;;;Rio;
230;60000000.0;Laika Entertainment;Animation;50837305.0;The Boxtrolls;6.8;46486.0;2014.0;;;;;;
231;0.0;Dentsu;Animation;765127.0;El recuerdo de Marnie;7.8;18970.0;2014.0;;;;;;
232;175000000.0;Pixar Animation Studios;Animation;356461711.0;Inside Out;8.2;439792.0;2015.0;;;;;;
233;80000000.0;Columbia Pictures;Animation;169700110.0;Hotel Transylvania 2;6.7;73328.0;2015.0;;x;;;Hotel Transylvania;
234;74000000.0;Illumination Entertainment;Animation;336045770.0;Minions;6.4;169228.0;2015.0;;;;;;
235;200000000.0;Pixar Animation Studios;Animation;123087120.0;The Good Dinosaur;6.7;80711.0;2015.0;;;;;;
236;135000000.0;DreamWorks Animation;Animation;177397510.0;Home;6.7;79374.0;2015.0;;;;;;
237;8000000.0;Harmonius Claptrap;Animation;3442820.0;Anomalisa;7.2;47499.0;2015.0;;;;;;
238;81200000.0;Onyx Films;Animation;1339152.0;El principito;7.8;41751.0;2015.0;;;;;;
239;74000000.0;Paramount Animation;Animation;162994032.0;The SpongeBob Movie: Sponge Out of Water;6;38659.0;2015.0;;;;;;
240;90000000.0;Fox 2000 Pictures;Animation;85886987.0;Alvin and the Chipmunks: The Road Chip;5.1;12069.0;2015.0;;;;x;Alvin and the Chipmunks;
241;99000000.0;Twentieth Century Fox Animation;Animation;130178411.0;The Peanuts Movie;7.1;34889.0;2015.0;;;;;;
242;0.0;Filmbox;Animation;12427046.0;Strange Magic;5.8;8009.0;2015.0;;;;;;
243;25000000.0;StudioCanal;Animation;19375982.0;Shaun the Sheep Movie;7.4;28138.0;2015.0;;;;;;
244;75000000.0;Dentsu;Animation;270329045.0;Sing;7.1;81466.0;2016.0;;;;;;
245;150000000.0;Walt Disney Animation Studios;Animation;248757044.0;Moana;7.6;157290.0;2016.0;;;;;;Princess
246;125000000.0;DreamWorks Animation;Animation;153707064.0;Trolls;6.5;49423.0;2016.0;;;;;;
247;0.0;Amuse;Animation;5017246.0;Your name;8.5;54503.0;2016.0;;;;;;
248;150000000.0;Walt Disney Pictures;Animation;341268248.0;Zootopia;8;317549.0;2016.0;;;;;;
249;30000000.0;Quad Productions;Animation;12760985.0;Leap!;6.8;9517.0;2016.0;;;;;;
250;75000000.0;Universal Pictures;Animation;368384330.0;La vida secreta de tus mascotas;6.6;133755.0;2016.0;;;;;;
251;19000000.0;Annapurna Pictures;Animation;97661826.0;Sausage Party;6.2;133200.0;2016.0;;;;;;
252;200000000.0;Pixar Animation Studios;Animation;486295561.0;Finding Dory;7.4;173005.0;2016.0;;;;;;
253;70000000.0;RatPac-Dune Entertainment;Animation;72655779.0;Storks;6.8;40740.0;2016.0;;;;;;
254;60000000.0;Laika Entertainment;Animation;48023088.0;Kubo and the Two Strings;7.8;82575.0;2016.0;;;;;;
255;105000000.0;Blue Sky Studios;Animation;64063008.0;Ice Age: Collision Course;5.7;38556.0;2016.0;;;;x;Ice Age;
256;73000000.0;Columbia Pictures;Animation;107509366.0;The Angry Birds Movie;6.3;59472.0;2016.0;;;;;;
257;145000000.0;China Film Co.;Animation;143528619.0;Kung Fu Panda 3;7.1;95310.0;2016.0;;;x;;Kung Fu Panda;
258;0.0;Prima Linea Productions;Animation;920057.0;La tortuga roja;7.6;15705.0;2016.0;;;;;;
259;0.0;Digic Pictures;Animation;233569.0;Kingsglaive: Final Fantasy XV;6.9;15705.0;2016.0;;;;;;
260;8500000.0;CBS Films;Animation;19985196.0;Middle School: The Worst Years of My Life;6.1;4556.0;2016.0;;;;;;
261;3500000.0;Warner Bros. Animation;Animation;3775000.0;Batman: The Killing Joke;6.5;36333.0;2016.0;;;;;;
262;105000000.0;Walt Disney Animation Studios;Animation;104400899.0;The Princess and the Frog;7.1;97887.0;2009.0;;;;;;Princess
